楼盘名称,租赁方式,户型,面积,朝向,房租,更新时间,采集时间,城市,区域,街道或片区,地段,地址,公交站,主图链接,楼盘详情链接,页面网址,标签
国贸 世贸天阶旁 正规一室一厅 免费健身 随时看房,整租,1室1厅,77㎡,朝北,14500元/月,,2018-11-02 22:00:46,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418647546_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/周边配套齐/独门独卫
世界城61平米丨带衣帽间丨观景花园丨新城国际 世贸,整租,1室1厅,61㎡,朝北,11500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415505913_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
世贸天阶+世界城南向一居室 高层全天采光 免费游泳健身 随时,整租,1室2厅,89㎡,朝南,14500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417739074_1.htm,http://zu.fang.com/house-a01-b05510/i322/,采光好
朝阳区呼家楼 人民日报社 中国尊 东区国际精装主卧次卧便宜出租,合租次卧,3户合租,15㎡,朝南,1200元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,呼家楼西里,朝阳-CBD-呼家楼西里,距10号线金台夕照站约282米，距呼家楼西公交站约267米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_417714215_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/周边配套齐/全装全配
东三环/朝阳呼家楼团结湖 临国贸财富 博瑞三里屯 精装10线,整租,2室1厅,68㎡,朝东,6300元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419229454_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
世界城豪装一居室房况好 视野开阔 免 送会所卡!,整租,1室2厅,76㎡,朝北,12500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417738991_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
国贸世界城 豪华开间 随时看房 随时入住 大飘窗 看花园,整租,1室1厅,62㎡,朝北,10500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418200889_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
,,,,,,,2018-11-02 22:00:47,北京,朝阳,CBD,,,,,,http://zu.fang.com/house-a01-b05510/i322/,
御金台 千禧 高品质 生活服务式 含水电网随时看房,整租,2室2厅,120㎡,朝南,39000元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419062681_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
国贸世界城 豪华一居 可随时看 保养好 视野好 随时入住,整租,1室2厅,76㎡,朝北,14000元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417450995_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
国贸 世界城 南向新装修大开间 随时看房 智能门锁,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418647629_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/采光好
世界城豪装一居室房况好 视野开阔 免 送会所卡!,整租,1室2厅,76㎡,朝北,12500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418648378_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利
视频看房:国贸世界城+高层一居+送双人会所保洁+随时看房入住,整租,1室1厅,89㎡,朝南,15000元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417673498_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/独门独卫/采光好
"高层复式三居室,家具家电齐全,房况保持好,方便看房,随时起租",整租,3室2厅,348㎡,朝东,60000元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419291682_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
对过 东南北朝向 一梯一户 大平层 全新房 安静私密,整租,4室2厅,388㎡,朝东,150000元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419065857_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
世界城南向开间一居+送健身会所卡+新城国际+世贸国际,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418315435_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
世界城 世贸天阶 源 精装修 正规一居室 业主诚意出租,整租,1室1厅,89㎡,朝东,17300元/月,,2018-11-02 22:00:47,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419364394_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/周边配套齐
国贸 世贸天阶旁 开间诚意出租 随时看房 随时入住 免费健身 游泳,整租,1室1厅,58㎡,朝北,10500元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419407907_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/周边配套齐/独门独卫
东三环朝阳 呼家楼团结湖精装两居 临国贸财富博瑞三里屯10,整租,2室1厅,72㎡,朝南,6500元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419221998_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
东三环万科大都会 西北对望国贸 可以拍电影 可以自己,整租,2室2厅,457㎡,朝西,160000元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,万科大都会,朝阳-CBD-万科大都会,距1号线国贸站约353米，距大北窑北公交站约221米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418926092_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
"天禧新出西边户,观国贸三期,央视,中国尊,1.5万每平装",整租,4室2厅,399㎡,朝南,140000元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418002170_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
国贸 世界城 89平南向一居室1.5万出租 随时起租,整租,1室1厅,89㎡,朝东,15000元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419147268_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利/采光好/周边配套齐
世界城豪装一居室房况好 视野开阔 免 送会所卡!,整租,1室2厅,76㎡,朝北,12500元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418987655_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利
东大桥 呼家楼 蓝岛大厦 春平广场 工体东路精装两居室,整租,2室1厅,67㎡,朝南,6800元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,呼家楼南里,朝阳-CBD-呼家楼南里,距10号线金台夕照站约855米，距呼家楼西公交站约820米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418326331_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利
中骏世界城 豪华开间 保养好 全新家私 入住送健身卡,整租,1室1厅,57㎡,朝北,10000元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419294631_1.htm,http://zu.fang.com/house-a01-b05510/i322/,采光好/全装全配/首次出租
世界城 2居室 亲民价 诚意出租 随时看房 房主新装,整租,2室1厅,76㎡,朝北,13500元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418051651_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利
天禧西边户 中高层 观国贸三期央视中国尊 1.5万装修升级,整租,4室2厅,399㎡,朝南,140000元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418971089_1.htm,http://zu.fang.com/house-a01-b05510/i322/,
国贸 世界城 南向开间出租 有钥匙 随时看 价格美丽,整租,1室1厅,57㎡,朝南,9800元/月,,2018-11-02 22:00:48,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417882312_1.htm,http://zu.fang.com/house-a01-b05510/i322/,交通便利
金台北街人民日报社呼家楼团结湖金台路地铁红庙央视大楼国贸华贸,整租,2室1厅,95㎡,朝南,6400元/月,,2018-11-02 22:00:54,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419288967_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
国贸世界城 豪华一居 可随时看 保养好 视野好 随时入住,整租,1室2厅,76㎡,朝北,14000元/月,,2018-11-02 22:00:54,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418805813_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
"庭院深深,此处留情)禧瑞都3居,显赫气派,闹市寻一片安静",整租,3室2厅,176㎡,朝东,26000元/月,,2018-11-02 22:00:54,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418327999_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
首创禧瑞都 4室3厅 400平米 精装修,整租,4室3厅,400㎡,朝南,120000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419212300_1.htm,http://zu.fang.com/house-a01-b05510/i323/,周边配套齐/南北通透
"国贸大四居,中间楼层,户型方正,双梯独户!",整租,4室2厅,388㎡,朝南,150000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418355666_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
物业租赁部 豪华装修2居 实房实价 随时看房 随时入住,整租,2室2厅,143㎡,朝西,35000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419129361_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
热点房 朝阳公园 棕榈泉 公园大道 观湖泛海 1872 有钥匙 随时看,整租,4室2厅,388㎡,朝南,130000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,禧瑞都,朝阳-CBD-禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418817574_1.htm,http://zu.fang.com/house-a01-b05510/i323/,南北通透/全装全配/采光好
国贸 世界城 89平南向一居室1.6万出租 随时起租,整租,1室1厅,89㎡,朝东,15000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809457_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/采光好
铂宫国际 辉盛阁 嘉里 千禧 全服务 含打扫水电,整租,2室2厅,122㎡,朝东,38000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419062824_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
国贸 世界城正规一居 保养好 业主直租 随时看房 拎包入住,整租,1室1厅,76㎡,朝北,14500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,中骏世界城,朝阳-CBD-中骏世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417413499_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/周边配套齐/独门独卫
,,,,,,,2018-11-02 22:00:55,北京,朝阳,CBD,,,,,,http://zu.fang.com/house-a01-b05510/i323/,
三环国贸 观景西山 带保姆间 独门独卫 有会所 物业服务好,整租,3室2厅,305㎡,朝西,65000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418384835_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
国贸世界城 豪华一居 可随时看 保养好 视野好 随时入住,整租,1室2厅,76㎡,朝北,14000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418069607_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
有钥匙 随时起租 房况好 免费会所尊享 物业租售直租,整租,1室2厅,89㎡,朝南,15200元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419407210_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
世界城 高层北向大开间 装修好 保养棒 随时看房,整租,1室1厅,61㎡,朝北,10000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419407094_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/采光好
中骏世界城 豪华开间 整洁干净 温馨舒适,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418627887_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/周边配套齐/首次出租
世界城豪装一居室房况好 视野开阔 免 送会所卡!,整租,1室2厅,76㎡,朝北,12500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418315898_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利
国贸 世界城 南向新装修大开间 随时看房 智能门锁,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809029_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/采光好
世界城 2居室 亲民价 诚意出租 随时看房 房主新装,整租,2室1厅,76㎡,朝北,13500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418647901_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利
东三环朝阳 呼家楼团结湖精装两居 临国贸财富博瑞三里屯10,整租,2室1厅,72㎡,朝南,6500元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419221998_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
秀水园团结湖金台路呼家楼水碓子金台北街金台里红庙延静里,整租,2室1厅,70㎡,朝南,6000元/月,,2018-11-02 22:00:55,北京,朝阳,CBD,呼家楼南里,朝阳-CBD-呼家楼南里,距10号线金台夕照站约855米，距呼家楼西公交站约820米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419290256_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
世贸天阶 世界城 正规一居室 家具家电齐全 随时看房,整租,1室1厅,89㎡,朝西,18000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419364219_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/周边配套齐/采光好
"御金台与千禧服务,房间保养超棒、家具家电顶级配置",整租,3室2厅,234㎡,朝东,49000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419138007_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
国贸 世界城 89平南向一居室1.6万出租 随时起租,整租,1室1厅,89㎡,朝东,15000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418987838_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/采光好
城物业直租 高层南向开间 视野好 有采光 随时看房起租,整租,1室1厅,57㎡,朝南,11500元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419396775_1.htm,http://zu.fang.com/house-a01-b05510/i323/,采光好
"闹市中的一方净土,业主房,出租,非诚勿扰",整租,3室2厅,176㎡,朝南,27000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418327360_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
国贸 世界城 南向新装修大开间 随时看房 智能门锁,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809034_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/采光好
6号线呼家楼东大桥地铁 万通中心 朝外 朝阳医院 蓝岛大厦 农,整租,1室1厅,59㎡,朝南,5600元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,化石营,朝阳-CBD-化石营,距6号线东大桥站约551米，距呼家楼西公交站约398米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419019456_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/周边配套齐/独门独卫
国贸世界城 高层开间 随时看房 新城,整租,1室1厅,58㎡,朝北,10000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419407781_1.htm,http://zu.fang.com/house-a01-b05510/i323/,
禧瑞都内部直租 8套两居室随时起租 随时看18611124943,整租,2室1厅,170㎡,朝南,26000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,禧瑞都,朝阳-CBD-禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_412765071_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/周边配套齐/独门独卫
出租 朝阳区 东三环 禧瑞都 精装大三居 随时入住 175平,整租,3室2厅,175㎡,朝西,27000元/月,,2018-11-02 22:00:56,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418636064_1.htm,http://zu.fang.com/house-a01-b05510/i323/,交通便利/全装全配
东坝 恒大华府 东郡汇 坝鑫家园,整租,2室1厅,88㎡,朝西,5800元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,恒大华府,朝阳-CBD-恒大华府,距奥林匹克花园北门公交站约984米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_405547374_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/独门独卫
国贸 新城国际旁 房出租 新装修 保养好 随时看房,整租,1室1厅,76㎡,朝东,13000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418315741_1.htm,http://zu.fang.com/house-a01-b05510/i324/,首次出租
首创禧瑞都 天禧 四居空房出租 高层客厅观景中国尊和,整租,4室2厅,395㎡,朝西,130000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418684523_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世桥国贸+户型+安静,整租,3室1厅,170㎡,朝西,25000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,世桥国贸公寓,朝阳-CBD-世桥国贸公寓,距10号线双井站约641米，距双井桥北公交站约635米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_413724790_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
国贸 世贸天阶旁 大开间急租 随时看房,整租,1室1厅,57㎡,朝南,10000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417739137_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世贸天阶 新城国际 性价比好的一居 会所游泳健身,整租,1室0厅,58㎡,朝北,10500元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418805382_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/全装全配
东大桥 关东店 呼家楼口新上精装开间 拎包入住,整租,1室1厅,23㎡,朝南,3600元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,关东店小区,朝阳-CBD-关东店小区,距10号线金台夕照站约483米，距呼家楼西公交站约328米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418327489_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利
国贸世界城 豪华一居 随时看房 家私齐全 采光好 随时入住,整租,1室2厅,77㎡,朝北,14000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418114395_1.htm,http://zu.fang.com/house-a01-b05510/i324/,采光好
